gid,ws_cnt,found_age_1,found_age_2,found_age_3,found_age_4,found_age_5,found_age_6,runout_cnt,smbiz_yn_cnt,rpr_per_gender_m,rpr_per_gender_f,rpr_per_age_bin_10,rpr_per_age_bin_20,rpr_per_age_bin_30to50,rpr_per_age_bin_50over,sme_loan_cnt,sme_loan_y_1,sme_loan_y_2,sme_loan_y_3,sme_loan_y_4,sme_loan_y_5,sme_loan_y_6,sales_est_amt_201703,sales_est_amt_201706,sales_est_amt_201709,sales_est_amt_201712,sales_est_amt_201803,sales_est_amt_201806,sales_est_amt_201809,sales_est_amt_201812,sales_est_amt_201903,sales_est_amt_201906,sales_est_amt_201909,sales_est_amt_201912,sales_est_amt_202003,sales_est_amt_202006,sales_est_amt_202009,age10_ratio,age20_ratio,age30_ratio,age40_ratio,age50_ratio,age60_ratio,age70_ratio,indcd_a_yn,indcd_b_yn,indcd_c_yn,indcd_d_yn,indcd_e_yn,indcd_f_yn,indcd_g_yn,indcd_h_yn,indcd_i_yn,indcd_j_yn,indcd_k_yn,indcd_l_yn,indcd_m_yn,indcd_n_yn,indcd_o_yn,indcd_p_yn,indcd_q_yn,indcd_r_yn,indcd_s_yn,indcd_t_yn,indcd_u_yn
다사69bb18aa,17,0,2,1,3,5,5,1,12,5,12,0,0,15,2,9,0,0,1,4,1,3,4332,4701,5377,6939,7878,10200,9468,9157,10877,12013,10381,10672,9100,9332,9811,0.21,2.38,25.16,42.03,16.39,4.93,2.86,,,,,,,Y,,Y,,,,,Y,,Y,,Y,Y,,
다사69bb18ba,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,918,491,286,359,1876,633,793,579,664,270,431,626,480,429,387,0.33,0,0.2,74.47,24.2,0,0.27,,,,,,,,,,Y,,,,,,,,,,,
다사69bb19ab,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,174,0,0,110,96,96,96,0,0,33.33,66.67,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사69bb19ba,2,0,0,1,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,516,0,331,80,0,29,0,0,14.29,42.86,0.57,14.29,0,0,,,,,,,,,,,,,,Y,,,,,Y,,
다사69bb20aa,12,0,2,3,1,1,4,1,12,1,11,0,0,10,2,3,0,2,0,1,0,0,450,464,462,529,497,621,493,531,673,786,937,633,528,582,397,0.19,2.75,13.55,55.32,11.99,3.45,9.14,,,,,,,Y,,Y,,,Y,Y,Y,,Y,,,Y,,
다사69bb20ab,180,6,20,19,21,19,89,6,130,100,80,0,3,160,17,60,1,3,5,23,9,19,67972,65759,76114,75429,79864,80102,83028,88555,93831,91531,93191,92894,87238,83101,84189,1.17,3.53,15.44,56.31,15.04,3.1,2.11,,,Y,,,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,,
다사69bb20ba,12,1,0,3,1,3,3,1,9,7,5,0,1,11,0,5,0,0,2,2,0,1,243,346,643,1141,1466,1721,3356,1952,2620,3265,3869,2569,2483,2112,2645,1.28,4.37,14.37,49.27,23.61,3.53,0.76,,,Y,,,,Y,,Y,,,,,Y,,Y,,Y,Y,,
다사69bb23aa,2,0,1,0,0,0,1,0,2,2,0,0,0,1,1,1,0,0,0,0,0,1,287,929,656,220,237,834,449,375,369,645,472,402,217,613,377,0.28,3,5.89,20.83,37.06,10.28,5.67,,,,,,,Y,,,,,,,Y,,,,,,,
다사69bb25aa,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,145,251,242,214,256,304,408,384,372,474,513,361,361,392,476,0,5.67,11.53,37.87,17.73,12.6,4.33,,,,,,,Y,,,,,,,,,,,,,,
다사69bb25ab,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,9,44,29,0,14,0,16,0,0,0,0,0,0,37,28,0,3,28.57,0,42.86,11.43,0,,,,,,,Y,,,,,,,,,,,,,,
다사69bb25ba,2,0,1,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,0,1,0,0,658,507,414,522,493,464,475,333,493,203,159,174,510,202,273,0,0.11,16.11,32.16,16.05,30.84,1,,,,,,,Y,,Y,,,,,,,,,,,,
다사69bb25bb,2,0,1,0,0,0,1,0,1,1,1,0,0,2,0,1,0,0,0,1,0,0,71,58,50,32,1,1216,0,0,0,28,6,174,0,56,33,0,1.08,5.25,78.33,7.75,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사69bb26aa,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,288,1222,552,808,2003,379,648,539,916,1370,502,1265,250,457,357,0,0.27,1.67,18.2,42.2,1.13,0,,,,,,,,,,,,,,,,,,,Y,,
다사70aa01aa,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,56,0,0,14,2,0,0,0,28,41,0,0,15.14,30.14,41.29,4.57,0,Y,,,,,,,,,,,,,,,,,,,,
다사70aa02bb,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,70,23,178,16,0,0,2.67,14.17,45.5,20.67,16,,,,,,,Y,,,,,,,,,,,,,,
다사70aa04ba,4,0,0,1,2,0,1,0,2,1,3,0,0,3,1,1,0,0,0,0,1,0,41,50,37,759,560,694,122,637,37,115,135,126,232,645,502,0,4.5,17.37,36.03,23.47,2,0.27,,,,,,,Y,,Y,,,,,,,,,,,,
다사70aa04bb,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,91,27,19,21,48,75,0,59,14,186,0,0,0,0,0,0,0,11.11,3.11,5.11,9.22,6,,,,,,,Y,,,,,,,,,,,,,,
다사70aa08aa,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,20,80,0,0,0,,,,,,,,,,,,,,,,,,Y,,,
다사70aa09bb,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0,0,19,0,0,0,0,0,0,0,0,0,0,11.75,0,63.25,0,25,0,,,,,,,Y,,,,,,,,,,,,,,
다사70aa13aa,2,0,0,1,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1213,1667,1810,1332,1424,1912,2092,1449,1452,2350,1747,1797,1645,2142,2043,0,3.92,10.85,25.42,21.62,13.04,3.27,,,,,,,,,Y,,,,,,,,,,,,
다사70aa15ab,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,58,0,29,22,0,0,0,0,0,0,80,36,0,0,33.33,0,0,66.67,0,0,,,,,,,,,,,,,,,,,,,Y,,
다사70aa15bb,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,0,3,58,15,3.5,9.5,3,,,,,,,,,,,,,,,,,,,Y,,
다사70aa16ba,3,0,0,1,1,1,0,0,1,1,2,0,0,3,0,2,0,0,0,2,0,0,2145,1661,1929,1513,1476,2034,3259,3956,3848,6198,5396,6014,3608,5001,4334,0.19,3.26,7.71,25.42,20.06,10.13,1.71,,,,,,,Y,,Y,,,,,,,,,,,,
다사70aa17bb,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,33,52,66,55,38,38,82,116,34,103,58,49,24,36,189,0,0.2,30.53,45.2,13.4,1.07,0.73,,,,,,,,,,,,,,,,,,,Y,,
다사70aa18aa,4,0,0,0,0,2,2,0,3,0,4,0,0,4,0,2,0,0,0,1,1,0,827,983,1005,828,1023,1656,1766,1525,1782,1673,1832,1637,1609,1338,1692,0.53,4.17,15.19,41.05,18.42,5.31,2.08,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사70aa18ab,2,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,563,437,532,464,0,0,0,0,0,96,0,0,0,0,0,0,0,51.4,28.6,20,0,0,,,,,,,Y,,,,,,,,,Y,,,,,
다사70aa20aa,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,34,56,58,80,41,122,49,20,31,37,0,89,3,0,1.85,18.23,36.15,23.15,14.08,4.85,,,,,,,Y,,,,,,,,,,,,,,
다사70aa20ab,4,0,0,1,2,0,1,0,4,1,3,0,0,3,1,1,0,0,1,0,0,0,43,90,122,135,84,94,104,335,409,456,363,382,402,382,404,1,1.74,24.12,23.82,21.71,13.74,9.79,,,,,,,Y,,,,,,,,,Y,,,Y,,
다사70aa20ba,9,1,0,2,1,1,4,0,8,3,6,0,0,7,2,2,1,0,0,1,0,0,1269,1171,1208,988,1008,1249,1086,1160,1142,1245,1368,1281,1285,1324,1656,0.59,8.23,19.05,29.58,22.1,12.05,3.98,,,,,,,Y,Y,,,,,,,,,,Y,Y,,
다사70aa20bb,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1012,726,361,348,290,477,290,290,970,622,955,430,5,217,116,0,0,0.87,31.33,48.87,12.73,1.13,,,,,,,Y,,,,,,,,,,,,,,
다사70aa21aa,2,0,0,0,0,1,1,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,215,295,336,269,225,304,240,139,116,202,195,132,61,151,173,0.06,4.13,15.25,27.25,23.56,12.06,8.63,,,,,,,Y,,Y,,,,,,,,,,,,
다사70aa25bb,3,0,0,1,0,0,2,0,2,1,2,0,0,3,0,0,0,0,0,0,0,0,747,932,1232,1377,1076,1199,1187,1487,1117,1099,992,1229,1077,1276,992,0,5.3,24.26,20.83,15.57,14,1.87,,,,,,,Y,,Y,,,,,,,,,,,,
다사70aa26aa,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,67,0,64,0,0,92,0,0,0,0,10,80,0,0,128,0,0,8.67,43.67,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70aa26ab,2,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,87,0,1285,1400,471,395,879,208,409,707,574,1167,662,271,0,4.8,15.6,20.87,18.8,17.6,8.13,,,,,,,Y,,,,,,,,,,,,Y,,
다사70ab00ba,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1449,1304,0,1449,0,1449,0,0,2232,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70ab01aa,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,96,34,75,46,65,66,107,103,104,93,85,0,5.58,17.5,17.25,13.17,23.5,0.42,,,,,,,Y,,,,,,,,,,,,,,
다사70ab02bb,2,0,1,0,0,0,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,7,20,61,62,83,119,51,28,59,85,14,10,39,66,17,4.69,22.94,21.69,18.88,22.44,5.19,0.06,,,,,,,Y,,Y,,,,,,,,,,,,
다사70ab03ba,2,0,0,0,1,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,84,0,7,33,21,52,6,11,8,19,4,9,0.55,19.45,37,27,9.09,5.27,0,,,,,,,Y,,,,,,,,,,,,,,
다사70ab03bb,2,0,0,1,0,0,1,0,1,0,2,0,0,1,1,2,0,0,2,0,0,0,0,0,23,0,0,0,0,144,1474,2830,2422,2440,1996,2153,2217,0,2.11,20.22,27.56,16,16,3.78,,,Y,,,,,,Y,,,,,,,,,,,,
다사70ab04ab,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,100,0,,,Y,,,,,,,,,,,,,,,,,,
다사70ab04ba,12,0,1,2,0,1,5,3,10,2,10,0,1,8,3,5,0,0,0,5,0,0,464,937,1606,1306,1759,2893,2999,2236,1659,1652,2058,1776,1664,2050,1577,0.79,4.51,16.23,28.04,20.89,9.23,0.99,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사70ab06aa,3,0,1,1,1,0,0,0,3,0,3,0,0,3,0,1,0,1,0,0,0,0,0,79,238,238,288,290,604,627,392,308,308,292,528,219,206,0.22,0.56,72.33,22.72,2.17,0.33,0.28,,,,,,,,,Y,,,,,,,Y,,,Y,,
다사70ab11ab,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,174,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,,,,,,,,,,,,,,,,Y,,,,,
다사70ab12bb,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1330,2552,2380,2154,1405,2814,1819,1951,1696,2559,1985,1825,1495,1780,1467,0,4,14.07,19.07,21.47,9.4,4.07,,,,,,,,,Y,,,,,,,,,,,,
다사70ab15ba,10,0,0,0,1,1,7,1,10,3,7,0,0,9,1,5,0,1,1,1,1,1,296,618,937,953,876,1152,860,1039,865,939,751,675,330,639,436,0.14,6.65,20.69,47.85,15.8,2.5,0.88,,,Y,,,,Y,,Y,,,,,,,Y,,Y,Y,,
다사70ab15bb,9,0,2,2,1,2,0,2,9,3,6,0,1,7,1,1,0,0,0,0,1,0,486,377,700,701,976,1817,1702,1454,1542,1607,1744,2273,1669,1545,1440,0.45,9.56,28.28,27.1,19.99,5.05,1.48,,,,,,,Y,,Y,,,,,,,Y,,,Y,,
다사70ab16aa,8,0,1,1,1,0,5,0,7,6,2,0,0,7,1,3,0,0,0,1,0,2,1629,3244,2846,2864,1047,3010,1634,2979,1990,2020,2002,3130,1951,2509,2486,0.13,6.31,16.95,23.74,25.82,10.58,2.13,,,,,,,Y,,Y,,,,,,,Y,,,,,
다사70ab16ab,27,0,5,2,0,1,16,3,18,12,15,0,1,20,6,8,1,0,1,4,1,1,5330,7058,7059,7076,6447,7328,7712,8590,7210,8442,7957,8772,8035,8462,8294,0.49,7.44,17.05,26.43,21.85,4.73,2.65,,,,,,,Y,,Y,,,,,,,Y,,Y,Y,,
다사70ab16ba,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,64,0,0,5,20,34,8,0,,,,,,,Y,,,,,,,,,,,,,,
다사70ab17ba,18,0,1,1,4,0,10,2,9,12,6,0,1,14,3,12,0,0,3,1,0,8,3868,4401,5201,4789,4281,3583,3367,4267,3938,4076,3713,3762,4455,6162,5411,0.2,8.61,16.28,25.46,9.04,1.77,3.76,,,Y,,,,Y,,Y,,,,Y,,,,,,,,
다사70ab18ba,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2883,253,78,200,113,0,0.17,0,0,84.17,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70ab20ab,5,0,3,0,0,2,0,0,4,1,4,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,65,33,0,954,1763,1615,1586,1556,1973,0.82,4.29,11.65,64.88,3.71,1.29,0.41,,,,,,,Y,,,,,,,Y,,Y,,Y,,,
다사70ab20ba,6,0,0,0,0,2,4,0,4,4,2,0,0,5,1,3,0,0,0,1,1,1,3008,2733,4129,4618,4799,4442,4546,3854,3824,3892,3622,3803,3574,2908,3092,0.16,4.41,23.88,45.36,13.17,6.25,3.23,,,,,,,Y,,Y,,,,,,,Y,,,Y,,
다사70ab21ba,2,0,0,0,0,0,2,0,1,1,1,0,0,2,0,1,1,0,0,0,0,0,9,0,13,0,7,0,2,0,0,0,0,0,43,0,0,0,0,20,0,60,0,0,,,,,,,Y,,,Y,,,,,,,,,,,
다사70ab26ab,4,0,1,1,0,1,1,0,3,3,1,0,0,4,0,1,1,0,0,0,0,0,0,430,23,0,0,0,0,414,0,8089,12777,12218,9220,7859,9423,0,1.92,22.31,19.15,15.85,2.92,1.31,,,Y,,,,Y,,,,,,,,,,,,,,
다사70ba04ab,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,4,7,53,3,8,95,174,20,35,0,0,0,0,1.3,30.6,23.1,34.9,6.8,1.2,,,,,,,Y,,,,,,,,,,,,,,
다사70ba04ba,5,0,0,0,0,0,3,2,3,4,1,0,0,4,1,1,0,0,1,0,0,0,50,61,116,232,257,159,445,253,543,555,628,589,712,470,152,0.12,6.63,26.66,17.54,13.73,4.44,1.22,,,,,,,Y,,Y,,,,,,,,,,,,
다사70ba04bb,2,0,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,276,211,584,601,1180,1465,0.09,8.09,21,28.36,14.82,10.27,1.36,,,,,,,Y,,Y,,,,,,,,,,,,
다사70ba06aa,41,3,12,20,1,0,0,5,33,14,27,1,4,36,0,14,1,2,2,3,2,4,0,0,0,1156,1940,2220,1813,8604,11644,12823,12370,13135,10968,11900,11057,0.48,6.93,36.65,35.97,10.26,4.27,0.66,,,,,,,Y,,Y,Y,,,,,,Y,Y,Y,Y,,
다사70ba06ba,2,0,1,1,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,337,360,390,396,653,492,3.3,29.5,43.9,8.9,10.3,2,0.8,,,,,,,,Y,,,,,,,,Y,,,,,
다사70ba07bb,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,59,74,81,73,0,254,428,474,282,149,155,152,103,874,403,0.43,1.79,12.14,19.29,32.93,11.86,4.07,,,,,,,,,Y,,,,,,,,,,,,
다사70ba12ab,5,0,1,1,0,1,2,0,4,2,3,0,0,5,0,3,0,0,1,0,0,2,9168,6048,11706,12157,12096,15486,22145,22680,19761,21434,24768,26693,22164,19122,19861,0.07,3.45,11.33,22.1,27.16,9.91,2.6,,,,,,,Y,,Y,,,,,,,,,,,,
다사70ba12ba,5,0,1,1,0,0,3,0,4,5,0,0,0,5,0,3,0,1,1,1,0,0,270,351,559,377,337,558,306,671,1601,864,653,665,2543,3036,3168,0.07,11.31,26.69,11.9,34.9,3.1,0.69,,,,,,,Y,,Y,,Y,,,,,,,,,,
다사70ba15ba,11,1,3,1,1,0,5,0,9,8,3,0,1,10,0,5,2,0,2,1,0,0,1531,2053,1823,1799,2261,3108,3089,2579,2352,3638,4390,3629,2808,3277,3524,0.72,9.74,19.23,29.89,21.21,4.56,3.05,,,,,,,Y,,Y,,,,Y,,,Y,,,Y,,
다사70ba15bb,29,1,5,4,3,0,14,2,20,9,20,0,1,23,5,9,1,0,2,2,2,2,3044,4022,3842,4760,3715,4621,5673,6156,5902,7020,6327,8638,5731,8975,7447,0.88,6.76,13.14,26.81,25.64,10.47,3.04,,,Y,,,,Y,,Y,Y,,,Y,Y,,Y,Y,,Y,,
다사70ba16aa,14,0,0,0,2,2,9,1,9,7,7,0,0,9,5,6,1,0,0,1,1,3,4762,4528,4455,4125,3471,6559,5211,6730,6359,5924,6172,6577,5177,5176,8386,0.04,4.76,15.27,29.5,23.92,7.22,1.07,,,,,,,Y,,Y,,,,,,,Y,,Y,Y,,
다사70ba16ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70ba17ab,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,56,105,0,10.25,39.5,45,1,0,0,,,,,,,,,,,,,,,,Y,,,,,
다사70ba17ba,7,1,1,0,0,0,2,3,1,2,5,0,0,5,2,5,0,0,0,1,1,3,2047,1481,1782,1735,2183,2341,4711,5083,3917,3779,2973,3933,2690,2597,3683,0.27,8.79,22.67,23.17,11.55,6.06,1.67,,,Y,,,,Y,,Y,,,,,,,,,,,,
다사70ba17bb,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,441,172,114,836,464,328,606,611,171,0,0,0,0,0,0,0,0,9.67,90.33,0,0,0,,,,,,,,,,,,,,,,Y,,,,,
다사70ba20ab,3,0,0,1,0,0,2,0,1,0,3,0,0,3,0,2,1,0,1,0,0,0,3250,3392,4100,3774,4084,3313,3674,3583,3437,3342,3567,3915,3758,3005,3946,0,4.96,53.91,34.78,0.87,0,1.17,,,,,,,Y,,,,,,,,,Y,,,,,
다사70ba20ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,Y,,
다사70ba26ab,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,72,365,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70ba26ba,6,0,1,2,2,0,1,0,4,4,2,0,2,3,1,2,0,0,0,1,1,0,498,1020,721,851,785,1135,1884,1213,2192,487,5111,4789,4046,4540,2736,0.17,8.87,32.87,22.72,18.94,7.28,1.48,,,Y,,,,Y,,Y,Y,,,,,,,,,,,
다사70bb01aa,2,0,0,0,1,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,31,248,195,386,328,239,191,370,460,276,202,338,298,0,5.31,18.94,22.69,25.69,10.69,1.56,,,,,,,,,Y,,,,,,,,,,,,
다사70bb01ab,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,245,81,20,0,0,0,75,25,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70bb03bb,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,56,322,373,401,372,522,439,364,342,400,427,338,273,351,339,0.2,7.27,18.67,37.87,23.27,8.6,1,,,,,,,,,Y,,,,,,,,,,,,
다사70bb06aa,81,8,47,22,1,0,2,1,51,28,53,0,10,69,2,26,3,3,5,7,4,4,0,0,0,0,388,1356,3766,15514,16619,25640,29252,32111,29968,29325,28298,0.4,6.39,38.03,30.07,11.51,6.39,1.58,,,Y,,,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,,
다사70bb06ab,12,1,3,6,1,0,1,0,10,4,8,0,0,11,1,5,0,0,1,2,0,2,288,348,287,599,773,670,1627,2944,3349,3628,3510,3938,3767,3049,3673,0.01,3.76,35.04,36.61,10.84,8.49,1.55,,,,,,,Y,,Y,,,,,,,Y,Y,,Y,,
다사70bb06ba,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,59,0,0,50,40,10,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70bb07ab,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,317,305,0,2,33.33,23.33,19.33,8.67,2.33,,,,,,,,,Y,,,,,,,,,,,,
다사70bb10ab,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0,99,8,0,0,29,0,53,0,0,0,0,0,0,0,0,20,20,0,0,,,Y,,,,,,,,,,,,,,,,,,
다사70bb10ba,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,27,32,156,37,62,115,287,221,121,86,330,102,58,150,233,0,10.33,20.87,14.67,16.07,8.4,5.87,,,,,,,,,Y,,,,,,,,,,,,
다사70bb12aa,2,0,0,0,0,0,1,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,36,22,33,33,37,82,50,50,68,39,21,53,23,18,10,0.12,1.29,6.59,25.65,21.06,30.82,11.29,,,,,,,,,Y,,,,,,,,,,Y,,
다사70bb12ab,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,324,457,513,413,305,429,365,415,444,554,382,415,383,408,462,0,6.33,18.67,23.67,24.53,8,0.27,,,,,,,Y,,,,,,,,,,,,,,
다사70bb12ba,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,24,0,0,0,0,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70bb13aa,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2225,8684,11439,12336,11686,17383,20269,23047,15851,16790,15060,15485,11557,10533,12336,0,2.87,19.87,25,20.8,9.8,3.6,,,,,,,Y,,,,,,,,,,,,,,
다사70bb14ab,10,0,0,0,0,0,8,2,8,7,3,0,1,7,2,3,0,1,1,0,0,1,3327,5549,3172,5447,3678,6077,2965,4580,3743,5398,2322,2167,263,184,263,5.02,32.75,4.19,9.97,13.25,3.02,0.18,,,,,,,Y,Y,Y,Y,,,,,,,,,,,
다사70bb14ba,4,0,0,1,0,0,3,0,3,3,1,0,1,2,1,2,0,0,0,0,0,2,335,761,841,712,250,480,503,756,567,695,677,504,341,607,480,3.25,16.56,10.56,25.64,18.06,7.72,0.56,,,,,,,Y,,Y,,,,,,,,,,,,
다사70bb15ab,11,0,2,1,2,0,6,0,11,3,8,0,0,8,3,1,1,0,0,0,0,0,756,1056,1162,824,744,1147,1094,880,927,909,992,886,1078,1187,1194,0.65,6.57,24.76,49.29,12.85,1.18,0.39,,,,,,,Y,,Y,,,,,Y,,Y,,,Y,,
다사70bb15ba,15,0,0,0,2,0,13,0,13,3,12,0,1,8,6,7,0,0,2,1,2,2,2454,2966,3092,3080,3321,2437,2570,2490,2582,2733,3055,2275,2468,2483,2386,0.73,6.72,29.13,26.99,15.31,9.39,1.08,,,Y,,,,Y,,Y,,,,,,,Y,Y,,Y,,
다사70bb15bb,21,0,4,2,4,3,7,1,15,12,9,0,0,17,4,8,1,0,1,3,2,1,7196,7119,8091,10426,10614,11708,10845,10998,11030,9860,11770,11841,9151,9115,8537,0.17,10.24,16.97,23.07,16.83,4.24,1.46,,,Y,,,,Y,,Y,,,,,,,,,,Y,,
다사70bb20ab,2,0,0,0,0,0,2,0,2,2,0,0,0,2,0,1,0,0,0,0,1,0,463,72,0,519,329,10,0,59,0,438,147,0,203,69,40,0,27.18,21.64,36.36,7.36,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사70bb24ba,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,51,31,142,148,110,62,209,191,0,3.44,40.11,24.44,13.89,6.11,1,,,,,,,,,Y,,,,,,,,,,,,
다사70bb24bb,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,237,599,560,817,734,676,669,756,368,443,354,515,0.08,4,22.54,10.54,9.23,1.77,0.38,,,,,,,,,Y,,,,,,,,,,,,
다사70bb25bb,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,304,472,402,286,236,517,322,0,2.63,11.25,22.13,17.25,9.13,5,,,,,,,,,Y,,,,,,,,,,,,
다사70bb26aa,3,0,1,0,0,0,2,0,1,2,1,0,0,2,1,1,0,0,0,0,0,1,8945,11154,10768,9622,8158,11179,11672,10110,10268,12492,11781,9518,7498,11230,10429,0,3.16,9.32,22.7,19.41,6.32,4.76,,,,,,,,,Y,,,,,,,,,,,,
